Candidate,House/Senate,State,District,Party,Status,ElectionYear,Gender,GenderVar,PercentWomen,Check Column,PartyVar
"THOMPSON, MICHAEL RAY",H,OK,5,REP,OPEN,2010,male,0,8.910891089,republican,0
"THORNTON, DAVID G",H,AL,1,REP,OPEN,2014,male,0,5.714285714,republican,0
"THREATT, ARCHIE LEON",H,NC,12,REP,OPEN,2014,male,0,10.83333333,republican,0
"THURMOND, PAUL",H,SC,1,REP,OPEN,2010,male,0,7.258064516,republican,0
"TIERNEY, THOMAS P",H,MA,5,REP,OPEN,2008,male,0,2.5,republican,0
"TIERNEY, THOMAS P.",H,MA,5,REP,OPEN,2014,male,0,4.375,republican,0
"TINSLEY, EDWARD R. III",H,NM,2,REP,OPEN,2008,male,0,17.14285714,republican,0
"TOM, KIP E",H,IN,3,REP,OPEN,2016,male,0,10,republican,0
"TRACY, JIM",H,TN,6,REP,OPEN,2010,male,0,5.050505051,republican,0
"TRAVILLIAN, GROVER",H,TN,3,REP,OPEN,2010,male,0,5.050505051,republican,0
"TROTTA, ROBERT MR.",H,NY,3,REP,OPEN,2016,male,0,3.333333333,republican,0
"TRUAX, DAVID ALLEN",H,CA,32,REP,OPEN,2010,male,0,5,republican,0
"TRUJILLO, ANNA MARIE",H,FL,19,REP,OPEN,2012,female,1,12.5,republican,0
"TRUNCALE, MICHAEL JOSEPH",H,TX,14,REP,OPEN,2012,male,0,12.66666667,republican,0
"TURIANO, DREW",H,MT,0,REP,OPEN,2014,male,0,8,republican,0
"TURNER, MICHAEL JEFFREY",H,OK,5,REP,OPEN,2014,male,0,10.89108911,republican,0
"TURNER, ROBERT E IV",H,SC,1,REP,OPEN,2014,male,0,8.064516129,republican,0
"TYRREL, CHARLES T.",H,WY,0,REP,OPEN,2016,male,0,13.33333333,republican,0
"URQUHART, GLEN",H,DE,0,REP,OPEN,2010,male,0,7.317073171,republican,0
"UVODICH, JEAN ANN",H,KS,3,REP,OPEN,2010,female,1,12,republican,0
"VALDIVIA, JOHN",H,CA,31,REP,OPEN,2014,male,0,8.75,republican,0
"VAN KLEECK, MICHAEL",H,MI,3,REP,OPEN,2010,male,0,5.454545455,republican,0
"VASOVSKI, FRANK MICHAEL",H,SC,3,REP,OPEN,2010,male,0,7.258064516,republican,0
"VASQUEZ, STEVEN",H,NY,21,REP,OPEN,2008,male,0,3.333333333,republican,0
"VIGNEULLE, THOMAS RAY SR",H,AL,6,REP,OPEN,2014,male,0,5.714285714,republican,0
"VILLARREAL, RUBEN OSCAR MR.",H,TX,15,REP,OPEN,2016,male,0,8.666666667,republican,0
"VISTA, MICHAEL",H,NY,4,REP,OPEN,2014,male,0,2.666666667,republican,0
"VOIGTS, BUSCH, JR",H,NV,2,REP,OPEN,2012,male,0,2.380952381,republican,0
"VOLK, JANICE A.",H,NY,29,REP,OPEN,2010,female,1,4,republican,0
"VONCANNON, BRUCE DOUGLAS",H,NC,6,REP,OPEN,2014,male,0,10.83333333,republican,0
"WADE, KEVIN LYNN",H,DE,0,REP,OPEN,2010,male,0,7.317073171,republican,0
"WAGA, THEADORE III",H,PA,4,REP,OPEN,2012,male,0,9.359605911,republican,0
"WAGNER, ANN L",H,MO,2,REP,OPEN,2012,female,1,11.04294479,republican,0
"WAGNER, ROBERT M",H,OH,15,REP,OPEN,2008,male,0,6.060606061,republican,0
"WALKER, BRADLEY MARK",H,NC,6,REP,OPEN,2014,male,0,10.83333333,republican,0
"WALKER, DEREK A",H,PA,5,REP,OPEN,2008,male,0,7.881773399,republican,0
"WALLACE, SCOTT",H,AR,2,REP,OPEN,2010,male,0,9,republican,0
"WALLER, MICHELE",H,AL,7,REP,OPEN,2010,female,1,2.857142857,republican,0
"WALORSKI (SWIHART), JACKIE",H,IN,2,REP,OPEN,2012,female,1,10,republican,0
"WALTERS, MIMI",H,CA,45,REP,OPEN,2014,female,1,8.75,republican,0
"WALTERS, RONALD NEAL JR",H,WV,2,REP,OPEN,2014,male,0,10,republican,0
"WALTZ, DARRYL BRENT JR",H,IN,9,REP,OPEN,2016,male,0,10,republican,0
"WARD, RICHARD J III",H,LA,6,REP,OPEN,2014,male,0,4.761904762,republican,0
"WARD, STEPHEN P",H,CO,6,REP,OPEN,2008,male,0,7.692307692,republican,0
"WARDELL, MICHAEL",H,MO,7,REP,OPEN,2010,male,0,6.134969325,republican,0
"WARING, JAMES F",H,AZ,3,REP,OPEN,2010,male,0,15,republican,0
"WARREN, ANDREW L",H,PA,8,REP,OPEN,2016,male,0,11.33004926,republican,0
"WARREN, DERENDA",H,TX,19,REP,OPEN,2016,female,1,8.666666667,republican,0
"WASINGER, ROBERT K",H,KS,1,REP,OPEN,2010,male,0,12,republican,0
"WASINGER, ROBERT K",H,VA,10,REP,OPEN,2014,male,0,5,republican,0
"WASSA, THOMAS STEVEN",H,MI,5,REP,OPEN,2012,male,0,10,republican,0
"WASSERMAN, BRIANNA",H,AZ,7,REP,OPEN,2014,female,1,13.33333333,republican,0
"WATHEN, ERIC LEE",H,IN,4,REP,OPEN,2010,male,0,7,republican,0
"WATKINS, JAMES",H,WA,1,REP,OPEN,2012,male,0,10.20408163,republican,0
"WATKINS, ROBERT J",H,CA,52,REP,OPEN,2008,male,0,7.5,republican,0
"WATTS , BEN",H,TN,8,REP,OPEN,2010,male,0,5.050505051,republican,0
"WEATHERLY, PHILLIP BLAKE",H,LA,5,REP,OPEN,2014,male,0,4.761904762,republican,0
"WEBB-EDGINGTON, ALECIA DAWN",H,KY,4,REP,OPEN,2012,female,1,9,republican,0
"WEBB, DON",H,NC,6,REP,OPEN,2014,male,0,10.83333333,republican,0
"WEBB, MICHAEL WALTER",H,CA,36,REP,OPEN,2012,male,0,7.5,republican,0
"WEBER, RANDY",H,TX,14,REP,OPEN,2012,male,0,12.66666667,republican,0
"WEGNER, KENNETH",H,NV,4,REP,OPEN,2012,male,0,2.380952381,republican,0
"WELCH, STEVEN D",H,PA,7,REP,OPEN,2010,male,0,8.866995074,republican,0
"WELLS, STEVEN M",H,NY,22,REP,OPEN,2016,male,0,3.333333333,republican,0
"WEST, KENNETH D",H,NC,11,REP,OPEN,2012,male,0,10.83333333,republican,0
"WESTELL, STEVEN C",H,IN,8,REP,OPEN,2010,male,0,7,republican,0
"WESTERLUND, LARRY",H,CA,19,REP,OPEN,2010,male,0,5,republican,0
"WESTERMAN, BRUCE MR.",H,AR,4,REP,OPEN,2014,male,0,10,republican,0
"WESTLEY, TIMMY LEE",H,TX,15,REP,OPEN,2016,male,0,8.666666667,republican,0
"WHITE, DARREN P",H,NM,1,REP,OPEN,2008,male,0,17.14285714,republican,0
"WHITE, HAYWOOD EDWIN III",H,NC,7,REP,OPEN,2014,male,0,10.83333333,republican,0
"WHITE, HOYT (MARK)",H,TN,9,REP,OPEN,2008,male,0,5.050505051,republican,0
"WHITE, KEVIN FRANCIS LT COL",H,OH,8,REP,OPEN,2016,male,0,13.13131313,republican,0
"WHITED, JOE",H,VA,5,REP,OPEN,2016,male,0,4,republican,0
"WHITLEY, JOHN MATTHEW",H,TN,3,REP,OPEN,2010,male,0,5.050505051,republican,0
"WHITMAN, KATE",H,NJ,7,REP,OPEN,2008,female,1,10,republican,0
"WHITNEY, LENAR",H,LA,6,REP,OPEN,2014,female,1,4.761904762,republican,0
"WHITTON, DANIEL KEITH",H,TX,36,REP,OPEN,2012,male,0,12.66666667,republican,0
"WHITWELL, ROBERT QUENTIN JR",H,MS,1,REP,OPEN,2016,male,0,4.098360656,republican,0
"WILKINSON, RANDY",H,FL,12,REP,OPEN,2010,male,0,11.66666667,republican,0
"WILLETTE, ALEXANDER REGINALD",H,ME,2,REP,OPEN,2014,male,0,8.609271523,republican,0
"WILSON-FOLEY, LISA A",H,CT,5,REP,OPEN,2012,female,1,9.933774834,republican,0
"WILSON, RICHARD (RJ)",H,OR,5,REP,OPEN,2008,male,0,13.33333333,republican,0
"WINCEL, JEFFREY P",H,MI,2,REP,OPEN,2010,male,0,5.454545455,republican,0
"WINGFIELD, ETHAN",H,NC,11,REP,OPEN,2012,male,0,10.83333333,republican,0
"WINKLER, EDWIN ROBERT MR",H,AZ,3,REP,OPEN,2010,male,0,15,republican,0
"WINNEY, J WILLIAM JR",H,WY,0,REP,OPEN,2008,male,0,15,republican,0
"WINSLEY, WAYNE ANTHONY",H,CT,3,REP,OPEN,2012,male,0,9.933774834,republican,0
"WINTILL, TIMOTHY M",H,TX,36,REP,OPEN,2012,male,0,12.66666667,republican,0
"WISDOM, JEFFREY FREDERICK",H,MO,7,REP,OPEN,2010,male,0,6.134969325,republican,0
"WITTE, W STOVALL JR",H,SC,1,REP,OPEN,2010,male,0,7.258064516,republican,0
"WOMACK, STEVE",H,AR,3,REP,OPEN,2010,male,0,9,republican,0
"WOOD, DAKOTA LEE",H,OK,2,REP,OPEN,2012,female,1,9.900990099,republican,0
"WOODALL, ROB",H,GA,7,REP,OPEN,2010,male,0,6.111111111,republican,0
"WOODS, DAVID DWIGHT",H,AL,2,REP,OPEN,2008,male,0,2.857142857,republican,0
"WOOLEY, GEORGE",H,OH,8,REP,OPEN,2016,male,0,13.13131313,republican,0
"WURTZ, TOM",H,KY,4,REP,OPEN,2012,male,0,9,republican,0
"WYNE, JAMSHAD",H,NY,13,REP,OPEN,2008,male,0,3.333333333,republican,0
"YODER, KEVIN W",H,KS,3,REP,OPEN,2010,male,0,12,republican,0
"YOGGERST, ARTHUR JOHN II",H,TX,35,REP,OPEN,2012,male,0,12.66666667,republican,0
"YOUNG, DARREN",H,NJ,7,REP,OPEN,2008,male,0,10,republican,0
"YOUNG, DAVID",H,IA,3,REP,OPEN,2014,male,0,6,republican,0
"YOUNG, JESSE L",H,WA,6,REP,OPEN,2012,male,0,10.20408163,republican,0
"YOUNG, JOHN F",H,LA,1,REP,OPEN,2008,male,0,3.80952381,republican,0
"YOUNG, LARRY DEAN JR",H,AL,1,REP,OPEN,2014,male,0,5.714285714,republican,0
"YOUNG, MARC STEVEN",H,TX,0,REP,OPEN,2012,male,0,12.66666667,republican,0
"YOUNG, R MICHAEL",H,IN,4,REP,OPEN,2010,male,0,7,republican,0
"ZALCMAN, MARK H MR.",H,IL,18,REP,OPEN,2016,male,0,8.474576271,republican,0
"ZAUN, BRAD",H,IA,3,REP,OPEN,2014,male,0,6,republican,0
"ZELENIK, LOU ANN",H,TN,6,REP,OPEN,2010,female,1,5.050505051,republican,0
"ZELLER, SID",H,NV,4,REP,OPEN,2012,male,0,2.380952381,republican,0
"ZINKE, RYAN K",H,MT,0,REP,OPEN,2014,male,0,8,republican,0
"ZOELLER, GREGORY FRANCIS MR.",H,IN,9,REP,OPEN,2016,male,0,10,republican,0
"ZOLLER, NICHOLAS",H,FL,13,REP,OPEN,2014,male,0,10.83333333,republican,0
"ZWONITZER, DANIEL K",H,WY,0,REP,OPEN,2008,male,0,15,republican,0
